first_page_summary,genres
"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.","['Action', 'Crime', 'Drama']"
"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.","['Crime', 'Drama', 'Thriller']"
"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.",['Comedy']
"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, C... Read all","['Comedy', 'Crime', 'Drama']"
"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.","['Comedy', 'Drama']"
"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.","['Action', 'Crime', 'Drama']"
A crime lord ascends to power and becomes megalomaniacal while a maverick police detective vows to stop him.,"['Action', 'Crime', 'Drama']"
"An Oxford graduate takes up a job in a mental asylum, only to discover that the ""revolutionary"" new treatments are inhumane, and that there is more going on than meets the eye.","['Drama', 'Horror', 'Mystery']"
"After five ritualistic murders are committed in 1888 London, Inspector Abberline's assignment is to investigate the ""Jack the Ripper"" murders. Along with a string of mutilated prostitutes, h... Read all","['Horror', 'Mystery', 'Thriller']"
"A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.","['Fantasy', 'Horror', 'Mystery']"
"A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man t... Read all","['Crime', 'Horror', 'Mystery']"
A successful writer in the midst of a painful divorce is stalked at his remote lake house by a would-be scribe who accuses him of plagiarism.,"['Drama', 'Mystery', 'Thriller']"
"Long ago, there lived an evil being who reigned over the world through fear, called Satan Rchimedes. He invaded the human world with his many demon underlings, spreading madness and chaos ev... Read all","['Animation', 'Action', 'Adventure']"
"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there a... Read all","['Action', 'Comedy', 'Crime']"
A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,"['Drama', 'Fantasy', 'Horror']"
A book broker discovers his latest find may summon Satan.,"['Mystery', 'Thriller']"
"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the f... Read all","['Comedy', 'Horror']"
"At the stroke of midnight, pirate radio host Devlin Deeds taunts the airwaves with tethering stories of murder, madness, and the macabre in small town New England.","['Horror', 'Mystery', 'Thriller']"
"Nick Bianco sets out to reunite with the love of his life after serving a year in jail for assault, only to discover that she has a new admirer named Chester who also happens to be his parol... Read all",['Thriller']
"It's Christmas Eve in big city Chicago, and vigilante cop Nils Scroogesen is in no mood to celebrate -- and you can take that to the bank.","['Action', 'Comedy', 'Fantasy']"
Could the worst movie script ever written be the key to getting a down on his luck director back in the game?,['Comedy']
"A woman in a troubled marriage falls for a former teen heartthrob, who's fallen from industry favor, while having nagging (and empowering) hallucinations about fronting an 80's New Wave Band... Read all","['Comedy', 'Musical', 'Thriller']"
,['Action']
Reverend Dave defending himself and a group of Christian homeschooling families after the inspection by the local government official.,"['Drama', 'Fantasy']"
"A turf war has been raging in Oldtown for generations. On one side, The Syndicate - an evil gang of crank-head misfits, who has been set on muscling the San Diego family out of the parcel of... Read all","['Action', 'Adventure', 'Comedy']"
"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the co... Read all","['Action', 'Sci-Fi', 'Thriller']"
A big city hospital is terrorized by a demonic presence.,['Thriller']
"Held captive by terrorists, celebrity reporter, Sara Brown, sits in a cell awaiting her filmed beheading. Sara's captors wish to show the world the true face of terror but how can they, when... Read all","['Horror', 'Thriller', 'War']"
"When four early teenagers fall in love with their friend's mother, their homework isn't the only thing that starts to get hard! Enter prepubescent sexual angst with Tommy, Mark, Roland, and ... Read all",['Comedy']
"The greed-filled rise and inevitable fall of WeWork, one of the world's most valuable startups, and the narcissists whose chaotic love made it all possible.","['Biography', 'Drama']"
"Filmed entirely during the lockdown of 2020, ""73 Minutes"" is the story of a lawyer who gets a call threatening her daughter's life if she doesn't deliver a file to the caller and has 73 minu... Read all","['Mystery', 'Thriller']"
Plot under wraps,['Comedy']
"After moving back to her family home to care for her dying mother, a nurse haunted by her childhood memories must struggle with an evil force in the house.",['Horror']
This is a short about 12 Angry Bros. They sure are angry.,"['Short', 'Comedy']"
A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,['Comedy']
"After playing a pagan ritual on a dare, a group of high school students find themselves trapped in an endless cycle of their worst fears.","['Horror', 'Thriller']"
A WW2 veteran destined for life in a retirement home escapes his difficult family situation and embarks on a cross country adventure to find the last remaining members of his B-17 bomber cre... Read all,['Drama']
Terror strikes when a team of paranormal investigators search a sacred cave for clues in the unsolved disappearance of four Malibu teens.,"['Horror', 'Thriller']"
Spoofs Merchant-Ivory films: Aunt Agnes (Prunella Scales) tries to force Emily (Georgina Cates) to marry boring Cedric Trilling (Robert Portal) by taking her to Italy and India in hopes will... Read all,['Comedy']
Two men must complete a job in order to get out of Limbo. They soon find out it may be harder than it seems.,['Short']
"In the international world of gun running... loyalty, honor and discretion are valuable commodities, but nothing is more priceless than the bond of family. Power begets enemies and a loved o... Read all","['Action', 'Crime', 'Drama']"
"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth ... Read all","['Comedy', 'Drama', 'Romance']"
"A struggling actress must play the role of a detective in order to save an adorable Maltese puppy from a murderous group of Goth Thugs, a Devilish Dominatrix, and a handsome, lying doctor.","['Action', 'Comedy', 'Crime']"
"In this verité-style drama, Anthony, a newcomer to San Francisco, attempts to come to terms with his abusive ex-lover when he strikes up an unlikely friendship with a street hustler.",['Drama']
